u,v,common_neighbors,jaccard,adamic_adar,resource_allocation,preferential_attachment,label
40495,4815,20,0.10638297872340426,4.714763021564359,0.3262884184724661,7680,1
40495,4065,16,0.0761904761904762,3.4883609085817318,0.1697092224215481,10560,1
40495,51897,8,0.03980099502487562,1.7070156745853788,0.08117588973191311,7840,1
40495,36688,16,0.06779661016949153,4.064155782088857,0.3503197174247796,14720,1
40495,63013,3,0.017241379310344827,1.2295788095629665,0.2914141414141414,2720,1
40495,88155,45,0.18292682926829268,9.772757442627112,0.47584430345690265,20960,1
40495,77754,32,0.07494145199063232,7.802587825452209,0.5959762001949954,47840,1
40495,64946,13,0.07975460122699386,2.878085186154826,0.15233865664225696,2560,1
40495,118966,7,0.04093567251461988,1.9709583896673792,0.21704554416216276,2880,1
40495,8796,2,0.009708737864077669,0.4068087435758738,0.014652211249463289,7680,1
40495,34110,31,0.18128654970760233,6.680524604377506,0.313373695131488,6720,1
40495,122787,31,0.13191489361702127,6.752365061075607,0.3319756983083659,16960,1
40495,115231,26,0.15294117647058825,7.00471958202543,0.7196421665595111,5760,1
40495,50627,10,0.049019607843137254,3.2908648173880546,0.5140252525712343,8640,1
40495,129622,22,0.10891089108910891,5.196437424114835,0.34139453394803604,10240,1
40495,25066,20,0.12048192771084337,4.705062377435815,0.3223716985379246,4160,1
40495,118468,22,0.1286549707602339,7.024463389821406,1.080348294988321,5280,1
40495,123233,5,0.022026431718061675,1.1185532213120608,0.057520389777087476,11520,1
40495,126916,32,0.13333333333333333,6.927595808195071,0.33205936131715424,17920,1
40495,37036,26,0.10276679841897234,6.3395036105565525,0.4881166201878554,19040,1
40495,71874,9,0.04891304347826087,3.2435988092337604,0.6190300627115183,5280,1
40495,27375,18,0.0861244019138756,4.02599725495066,0.21425021862242505,10720,1
40495,95765,29,0.11934156378600823,6.304131367454797,0.3076507827781409,17920,1
40495,2094,33,0.13692946058091288,7.177967728568129,0.3505208462260076,18240,1
40495,122191,5,0.029940119760479042,1.9291906768416203,0.3911290322580645,1920,1
40495,81761,35,0.13671875,8.632861104115793,0.7057900384391947,20960,1
40495,66413,7,0.040229885057471264,1.7830926273328973,0.15994476392595014,3360,1
40495,116514,53,0.3212121212121212,14.10950337268674,1.4429407761192161,9280,1
40495,97387,13,0.0625,3.396907249270924,0.3265807888650842,9760,1
40495,92790,34,0.07188160676532769,7.54617437000822,0.40290425382984896,55520,1
40495,69643,15,0.06493506493506493,3.7797727883195082,0.31871750628256496,13760,1
40495,30627,18,0.10975609756097561,4.172262043159953,0.2720886482548743,3520,1
40495,36781,33,0.14537444933920704,7.139342338376322,0.3429751470218189,16000,1
40495,67336,21,0.1,6.67618832348479,1.0296666153427807,11360,1
40495,39264,31,0.17318435754189945,6.687539885288635,0.3163310886151974,8000,1
40495,80186,36,0.1299638989169675,7.859492562244093,0.3888440697220023,24480,1
40495,40728,9,0.05113636363636364,2.231218512828316,0.17406584200818526,4000,1
40495,1776,32,0.1306122448979592,7.007007825054431,0.34763900184560415,18720,1
40495,45384,25,0.12953367875647667,6.043825051052067,0.4678535225677204,9280,1
40495,97320,30,0.12,6.533241708539773,0.32032535458314754,19200,1
40495,78328,19,0.07335907335907337,4.505943656712803,0.2989168355951266,18880,1
40495,92163,26,0.11926605504587157,6.175231929243413,0.4324179988400973,13440,1
40495,30126,28,0.1308411214953271,6.693773183961117,0.46503463589868005,13120,1
40495,71118,57,0.30319148936170215,14.943444569251614,1.4548570059695891,13600,1
40495,107546,19,0.1130952380952381,4.281418741498812,0.24017281994505735,4320,1
40495,70099,33,0.17098445595854922,7.184956088881494,0.3521506350374602,10560,1
40495,114281,15,0.08522727272727272,3.981823349882807,0.38702137192002334,4960,1
40495,124983,20,0.06289308176100629,4.909603951972716,0.3778425673625847,28480,1
40495,115900,38,0.12179487179487179,8.199738251590354,0.38954551022206735,30400,1
40495,17377,30,0.12096774193548387,7.114585804225665,0.5268812759606689,18880,1
40495,69051,16,0.0903954802259887,3.7245276025208125,0.23613758416892044,5280,1
40495,19772,10,0.04784688995215311,2.772832616502945,0.30216496098849044,9440,1
40495,100930,33,0.1683673469387755,7.126624997094394,0.33892449469723623,11040,1
40495,29366,25,0.14367816091954022,6.194800031956587,0.5182785736856381,6240,1
40495,1801,18,0.09375,4.097495356548819,0.24343886777408144,8000,1
40495,92092,34,0.18478260869565216,7.412253201101034,0.36041095780010834,9280,1
40495,40282,8,0.04938271604938271,2.998178969508401,0.5986360522650844,1600,1
40495,117830,17,0.10119047619047619,5.004361830186349,0.6457044449190289,4000,1
40495,25168,3,0.017857142857142856,0.7109555329627292,0.044268406337371856,1760,1
40495,88012,52,0.2,12.572483367040125,0.9166614968769631,24320,1
40495,26141,25,0.10683760683760683,6.137450576742332,0.4888432148891805,15840,1
40495,4173,12,0.05853658536585366,3.018595989193491,0.262230266106957,9120,1
40495,49525,8,0.037383177570093455,3.116810482902059,0.6426577808156755,9920,1
40495,78671,27,0.10843373493975904,6.729516787239265,0.5680353774980584,18560,1
40495,115684,16,0.08791208791208792,3.7764267689391326,0.26356383625697094,6080,1
40495,42092,29,0.12608695652173912,6.370306216083941,0.3250799568596189,15840,1
40495,49648,19,0.10106382978723404,4.441816671341929,0.29847103779515854,7520,1
40495,66502,34,0.15454545454545454,8.243746004066566,0.6247718971243521,15040,1
40495,95179,31,0.15422885572139303,6.63884723661513,0.30284210182617216,11520,1
40495,54746,33,0.13147410358565736,7.848673168333433,0.5306909406026277,19840,1
40495,53710,3,0.018633540372670808,0.9225342834187689,0.11853832442067735,640,1
40495,45683,21,0.11864406779661017,4.980923658230083,0.3290896267235935,6080,1
40495,116498,16,0.08602150537634409,4.3481509374827,0.43257557876302705,6720,1
40495,5666,7,0.04294478527607362,2.1905015791047115,0.3149842472802291,1600,1
40495,73340,41,0.22282608695652173,10.035151448941123,0.7576342509823342,10400,1
40495,85090,19,0.10734463276836158,4.452070535577941,0.28581088410503974,5760,1
40495,30730,11,0.06077348066298342,3.9657887326596963,0.752597748984458,5120,1
40495,10914,32,0.15763546798029557,6.920585218745507,0.3300194232023757,12000,1
40495,39160,8,0.042328042328042326,1.945978054703911,0.1400716904807113,5920,1
40495,49976,5,0.031055900621118012,1.8272047455720348,0.34917368667368665,960,1
40495,23453,33,0.12547528517110265,7.2508875284800505,0.3672987551380819,21760,1
40495,91401,25,0.09881422924901186,6.016738799919791,0.42885108027603197,18880,1
40495,100439,58,0.3240223463687151,14.737802452222768,1.2691347531518842,12320,1
40495,36024,5,0.029585798816568046,1.2415086143119478,0.09819862202713647,2240,1
40495,95587,2,0.010416666666666666,1.007347187947156,0.2803030303030303,5440,1
40495,89161,1,0.005813953488372093,0.5138983423697507,0.14285714285714285,2080,1
40495,51233,7,0.043209876543209874,2.176627953509284,0.3094131749411462,1440,1
40495,31304,14,0.07865168539325842,4.641193708039812,0.7564598238260304,5120,1
40495,85399,7,0.04294478527607362,2.190501579104712,0.31498424728022906,1600,1
40495,106111,3,0.018292682926829267,0.8077759744016844,0.07413240495137047,1120,1
40495,85272,13,0.05263157894736842,3.2514705685217025,0.2801998552373102,16000,1
40495,119593,6,0.03680981595092025,1.7977047718193322,0.23798460351257472,1440,1
40495,112747,16,0.0963855421686747,4.396458873321991,0.46807582779356083,3520,1
40495,80408,18,0.1111111111111111,4.161969295613291,0.26754319370941976,3200,1
40495,94634,9,0.05521472392638037,3.5499996153774807,0.7528568314858637,1920,1
40495,18018,23,0.1377245508982036,5.489763536349776,0.37229757579149797,4800,1
40495,96726,27,0.10975609756097561,6.731039382148829,0.5478312363362678,18080,1
40495,78575,7,0.041916167664670656,2.072679238469007,0.26354518525293175,2240,1
40495,29489,32,0.16753926701570682,6.969625377385302,0.33908492434415827,10080,1
40495,122336,1,0.006024096385542169,0.3898712452512801,0.07692307692307693,1120,1
40495,128545,20,0.10471204188481675,4.664531424529213,0.2943860965539967,8160,1
40495,21627,25,0.11210762331838565,5.851713070333291,0.3918914883949283,14080,1
40495,127016,16,0.07476635514018691,3.831065467955553,0.2682216195772251,11200,1
40495,95934,31,0.16939890710382513,6.668679959875094,0.3125666076939659,8640,1
40495,26173,5,0.030864197530864196,1.1259444028827474,0.06018585816131014,1120,1
40495,40720,5,0.02702702702702703,1.2208855136293246,0.09144199901222373,4800,1
40495,8273,33,0.125,7.188717452577128,0.35415162563569597,21920,1
40495,102277,53,0.1872791519434629,12.947604401013805,0.9828686722495681,28160,1
40495,7205,31,0.12449799196787148,6.708695279479269,0.32226846994731545,19200,1
40495,119515,30,0.13100436681222707,6.475970399077879,0.30666734592513883,15840,1
40495,72555,6,0.02459016393442623,1.5094377420404521,0.12768069753925165,14400,1
40495,44685,18,0.1,4.194163451341941,0.26409894677278833,6080,1
40495,127795,11,0.06790123456790123,2.7026667581269748,0.20276134614757024,2080,1
40495,2588,30,0.14150943396226415,6.953365616883056,0.4347039818541781,13120,1
40495,48189,21,0.0603448275862069,4.8107119833040075,0.2909701170062295,33440,1
40495,104241,16,0.06986899563318777,4.350284772537694,0.45966900320510884,13600,1
40495,46445,10,0.059880239520958084,3.1643099868515003,0.46630416049141526,2720,1
40495,8053,9,0.0375,2.7221573275894766,0.3844446582151888,14240,1
40495,110402,33,0.16336633663366337,7.176433757721206,0.35091012581330217,12000,1
40495,41554,27,0.10150375939849623,5.787200157235012,0.2673785652440956,21280,1
39789,102116,7,0.044585987261146494,1.7576393287236158,0.15102306393211787,6435,1
39789,114509,5,0.06172839506172839,1.2101015082171793,0.0906892128052717,1365,1
39789,17377,6,0.03389830508474576,1.5002691246820268,0.12562427607270657,7670,1
39789,22032,3,0.029411764705882353,1.3075141969333095,0.3468266472750777,2600,1
39789,85834,3,0.04411764705882353,0.8144096727968101,0.08056022408963585,390,1
39789,44900,2,0.024096385542168676,0.6147221293686349,0.07771260997067449,1300,1
39789,91612,12,0.12903225806451613,3.8764460483689254,0.610108266754352,2600,1
39789,91025,6,0.05660377358490566,1.5198422464829968,0.13557228739398103,3055,1
39789,55906,4,0.06060606060606061,1.4520814615642992,0.2735714285714286,325,1
39789,34200,19,0.11176470588235295,5.0186480335776835,0.4909608198877562,8060,1
39789,64909,6,0.04195804195804196,1.4187837077408836,0.09729276373122944,5460,1
39789,95194,5,0.05555555555555555,1.235280721611409,0.08863493673331402,1950,1
39789,62821,6,0.014018691588785047,1.3545726916025762,0.08868482021665876,23985,1
39789,70025,2,0.021505376344086023,0.5380722593936036,0.056093623890234055,1950,1
39789,77450,5,0.054945054945054944,1.2040606243823058,0.09174934845056318,2015,1
39789,53213,9,0.017408123791102514,2.1581738965429196,0.1667049356491013,29965,1
39789,118039,5,0.05154639175257732,1.1992215797041323,0.0927848190745978,2405,1
39789,120747,8,0.06837606837606838,2.0916407755205806,0.2007202660236313,3900,1
39789,102718,11,0.10091743119266056,2.746514458663678,0.24031639633609805,3575,1
39789,39741,11,0.12790697674418605,3.3652792054734575,0.49510808210567603,2080,1
39789,78090,4,0.041666666666666664,1.792149982061183,0.44499999999999995,2275,1
39789,77253,5,0.07575757575757576,1.3912901189852618,0.1409694234775778,390,1
39789,50757,9,0.0891089108910891,2.280639562035721,0.203229226597108,2925,1
39789,9316,3,0.03614457831325301,0.7212498046212678,0.051908919705529875,1365,1
39789,92297,6,0.05504587155963303,2.3674857988453533,0.5078498449188105,3250,1
39789,106497,7,0.02491103202846975,1.78239302277711,0.18554167450944664,14495,1
39789,60329,4,0.046511627906976744,1.1632737559545345,0.15186615186615188,1625,1
39789,101293,4,0.057971014492753624,1.5925180491609234,0.3485714285714286,520,1
39789,73207,2,0.027777777777777776,0.5960512157746276,0.07678571428571429,585,1
39789,26726,6,0.06382978723404255,1.4256842317341898,0.10215933383017518,2275,1
39789,87174,4,0.046511627906976744,1.301998409499384,0.18703703703703703,1625,1
39789,129355,7,0.06422018348623854,1.6944197032052286,0.13995106710167798,3315,1
39789,128480,7,0.08641975308641975,2.1121277579995894,0.29568492287073833,1495,1
39789,129966,5,0.03571428571428571,1.3906786435283705,0.14696827006664737,5200,1
39789,52967,3,0.03571428571428571,0.9396728573594214,0.1239247311827957,1430,1
39789,1086,3,0.007894736842105263,0.6858139784842647,0.04474331394174444,20670,1
39789,49495,4,0.05263157894736842,1.243396503710335,0.16037037037037036,975,1
39789,11080,5,0.05747126436781609,1.2205689884097164,0.08398013750954927,1755,1
39789,36372,9,0.1323529411764706,2.184200215035702,0.156418962943624,780,1
39789,42341,7,0.08536585365853659,1.6340965009051462,0.1178922435722662,1560,1
39789,86959,4,0.047058823529411764,1.298007896335065,0.18537037037037035,1560,1
39789,73970,4,0.04878048780487805,1.2616837407805155,0.20970885323826502,1365,1
39789,60750,6,0.05128205128205128,1.8783745155314047,0.2875971698552344,3770,1
39789,118769,3,0.038461538461538464,0.9187019802844741,0.1378968253968254,1040,1
39789,43856,4,0.047058823529411764,1.298007896335065,0.18537037037037038,1560,1
39789,83720,26,0.23853211009174313,7.8726650619067176,1.0686590125886068,4550,1
39789,87018,7,0.07291666666666667,2.2803164346353295,0.3619101163703862,2470,1
39789,52762,5,0.054945054945054944,1.5875295531714808,0.2210292580982236,2015,1
39789,33302,4,0.029411764705882353,1.311648306342839,0.23245124051575664,4875,1
39789,77129,10,0.07352941176470588,2.484958999086877,0.21581579690725555,5265,1
39789,4636,6,0.03529411764705882,1.7062401522488764,0.21100179694519317,7215,1
39789,52909,1,0.014925373134328358,0.2710850306818168,0.025,195,1
39789,7019,3,0.02654867256637168,0.7669346104703809,0.0638671720761273,3315,1
39789,94787,4,0.05263157894736842,1.100931807954743,0.10706523330015807,975,1
39789,95036,15,0.058365758754863814,3.75101857302751,0.32738263958311686,13455,1
39789,126847,5,0.05747126436781609,1.1992215797041323,0.0927848190745978,1755,1
39789,91060,6,0.05454545454545454,1.94360593451046,0.30861042692939245,3315,1
39789,84903,6,0.07228915662650602,1.9255737879685801,0.3009063702334003,1560,1
39789,125302,7,0.05982905982905983,1.6560589543859314,0.11067378070650627,3835,1
39789,42172,4,0.05970149253731343,1.0673990124928228,0.09819376026272578,390,1
39789,77847,5,0.05747126436781609,1.5803378319187273,0.215,1755,1
39789,128146,11,0.09821428571428571,3.0281129595997522,0.307362980900547,3770,1
39789,28002,5,0.03937007874015748,1.6487379700954015,0.2719941499838316,4355,1
39789,14302,8,0.08695652173913043,2.016824397177025,0.17993086770552877,2275,1
39789,23375,8,0.11940298507462686,2.5824418073593245,0.44135045679888735,650,1
102116,56607,9,0.07317073170731707,2.2779343581387055,0.20171363007416587,3267,1
102116,111557,16,0.14414414414414414,5.05875847074483,0.8158651575048756,2772,1
102116,95558,10,0.06451612903225806,2.4873064259397077,0.19066725881200747,6534,1
102116,77754,14,0.036458333333333336,3.6195129504318673,0.3762334473463581,29601,1
102116,106037,17,0.1111111111111111,5.2235388752613,0.811418692543894,7029,1
102116,105161,16,0.12598425196850394,3.9919978715893727,0.3347139167704186,4356,1
102116,57295,5,0.04,1.521028597688072,0.2380962517517251,3069,1
102116,77019,19,0.10052910052910052,4.61175161040991,0.3664936365190378,10791,1
102116,48640,10,0.09803921568627451,2.37562004739303,0.16096997656455492,1287,1
102116,112527,10,0.06493506493506493,2.3621151928451067,0.16493212225225268,6435,1
102116,60750,7,0.04666666666666667,2.1420101346122635,0.31104801631117424,5742,1
102116,53034,9,0.05113636363636364,2.1935499870830535,0.1760145532932708,8514,1
102116,113210,13,0.08074534161490683,2.9241965216701424,0.1570808532662521,7425,1
102116,98412,13,0.0896551724137931,3.3855024886448715,0.33157218540687305,5841,1
102116,73970,11,0.10091743119266056,2.7027893526691407,0.2049968495357567,2079,1
102116,55552,10,0.09345794392523364,2.4170612877165882,0.16443032941527458,1782,1
102116,64676,4,0.0380952380952381,1.2121979477230616,0.17113687072705866,990,1
102116,114249,17,0.10240963855421686,4.697890854565021,0.5453754702294362,8316,1
102116,14956,16,0.0898876404494382,4.932527399685052,0.7777809837670382,9405,1
102116,82069,11,0.0658682634730539,2.825748300430803,0.23961880608487254,7821,1
102116,110751,7,0.07,1.9351962740282458,0.2328588127243884,792,1
102116,98872,2,0.019801980198019802,0.4184911654965816,0.016807909604519774,396,1
102116,124078,8,0.06611570247933884,2.0165013592917527,0.16279068233280236,2970,1
102116,13821,11,0.11,3.1229132756924294,0.38534192531517714,1188,1
102116,112695,16,0.08602150537634409,3.993938584941437,0.3215742228392916,10197,1
102116,79712,52,0.31137724550898205,16.324079354932422,2.6355255981999894,11880,1
102116,36442,7,0.04216867469879518,1.6066689091056787,0.09758361777196152,7326,1
102116,131704,10,0.044642857142857144,2.4903068029344815,0.1898971077371292,13365,1
102116,14958,4,0.0392156862745098,0.939423592462846,0.06419273215047862,693,1
102116,54360,11,0.10091743119266056,3.2938830876664804,0.492910667416423,2079,1
102116,2588,16,0.09696969696969697,3.814751104453633,0.25631586574061566,8118,1
102116,124763,16,0.13333333333333333,4.567007826801072,0.5623228985691398,3663,1
102116,30828,7,0.03932584269662921,1.874203313318733,0.1913506260031468,8514,1
102116,93360,2,0.01092896174863388,0.7463262895333811,0.14336917562724014,8514,1
102116,33615,14,0.1308411214953271,3.4655432832184814,0.2655142650798842,2178,1
102116,113178,10,0.09523809523809523,2.4727352234912683,0.21060269497017736,1584,1
102116,13870,32,0.20915032679738563,9.042992383182476,1.1260459456989025,8514,1
102116,87584,12,0.12,3.82583214954501,0.6355188382854782,1287,1
102116,30588,11,0.07432432432432433,2.8593834376214224,0.25866095678451695,5940,1
102116,47763,7,0.03783783783783784,2.27146278544408,0.41409412379129534,9207,1
102116,119178,14,0.09523809523809523,3.2987147307086424,0.2230119640809678,6138,1
102116,36783,5,0.05,1.125564004922768,0.06973019621197014,594,1
102116,120798,3,0.0297029702970297,0.7435734790780528,0.05813212608987257,495,1
102116,45818,9,0.06818181818181818,2.045400904366795,0.12065453449770538,4158,1
102116,113309,8,0.08,2.204242947184493,0.25166185631740035,891,1
102116,55819,8,0.053691275167785234,2.29889355569519,0.30317880820946097,5742,1
102116,81761,18,0.08490566037735849,4.789804614898396,0.5057134349619183,12969,1
102116,117176,4,0.04,0.8901934562908602,0.048176069136901443,495,1
102116,89020,6,0.06,1.6354111511510545,0.17670912119588944,693,1
102116,33302,13,0.08074534161490683,3.2495553651938045,0.26328786886125877,7425,1
102116,64909,22,0.13664596273291926,6.242597675226335,0.7970955486796508,8316,1
102116,51087,9,0.06923076923076923,2.176677104667861,0.1549053355274156,3960,1
102116,71541,11,0.06962025316455696,2.630486792364641,0.20343163533112538,6930,1
102116,6831,15,0.07352941176470588,3.807438671402986,0.33995898004679087,11880,1
102116,9193,13,0.07514450867052024,2.9872786001553586,0.19423615899156688,8613,1
102116,95036,19,0.06620209059233449,4.633049814094927,0.35537851500682605,20493,1
102116,127016,23,0.15753424657534246,6.668111914230763,0.8729826483105453,6930,1
102116,95564,10,0.07692307692307693,2.4261700171061027,0.18453415956087157,4059,1
102116,1482,13,0.09923664122137404,3.1535791537602544,0.22582246625720803,4455,1
102116,17377,35,0.19230769230769232,10.17724874927787,1.4355258177928272,11682,1
102116,64688,7,0.06930693069306931,1.9711676754759835,0.23796322618041404,891,1
102116,63924,7,0.05426356589147287,2.147047211536667,0.3214602261157702,3663,1
102116,92045,2,0.02,0.43023746976964616,0.019227264443229454,297,1
102116,67336,18,0.11842105263157894,4.4973196258977834,0.3815163366206734,7029,1
102116,65763,4,0.03389830508474576,0.939423592462846,0.06419273215047862,2277,1
102116,37230,11,0.06832298136645963,3.048515839255508,0.3427666591815215,7227,1
102116,4851,12,0.07947019867549669,3.0026834227938646,0.25274237226853435,6336,1
102116,43870,11,0.09090909090909091,2.723730961817608,0.22425668985126818,3267,1
102116,28787,10,0.07462686567164178,2.992447719266246,0.4122174118729559,4455,1
102116,123247,1,0.009615384615384616,0.2088776448560291,0.008333333333333333,594,1
102116,19391,4,0.04,1.240281064213765,0.18779340814224535,495,1
102116,102511,8,0.07142857142857142,2.3309038217448603,0.31515391980946383,2079,1
102116,9929,3,0.025210084033613446,0.8121397359632407,0.07868565717141429,2277,1
102116,78671,11,0.05392156862745098,2.4266815075685604,0.12389517651093206,11484,1
102116,48863,8,0.038461538461538464,1.8040521195565058,0.10257524363317823,11583,1
102116,73438,7,0.05185185185185185,1.8000836690143753,0.14956031450738877,4257,1
102116,66157,7,0.03763440860215054,1.8388773920826038,0.1792785841148651,9306,1
102116,64317,14,0.12280701754385964,3.9186771170961765,0.4764773934654821,2871,1
102116,87160,12,0.08275862068965517,3.031964843910089,0.25549150575805757,5742,1
102116,14503,5,0.028901734104046242,1.306176485628955,0.13751436577523535,7821,1
102116,13739,37,0.16299559471365638,10.32366344662126,1.2592622812141585,16335,1
102116,80186,6,0.024390243902439025,1.4609728857494926,0.1161739118193592,15147,1
102116,14273,5,0.032467532467532464,1.184897465292472,0.08286289851823832,5940,1
102116,61703,8,0.0784313725490196,2.3365912690528305,0.3427621838210611,1089,1
102116,33635,14,0.09655172413793103,3.534125152483318,0.2915757563312489,5940,1
102116,21271,22,0.1375,5.304986920747907,0.3787116408533105,8217,1
102116,36688,14,0.07909604519774012,3.31712365961635,0.22253228450159376,9108,1
102116,106698,5,0.04854368932038835,1.415872598995104,0.17165366659269174,891,1
102116,99431,12,0.06030150753768844,2.9682844688641077,0.2214583978893288,11088,1
102116,25706,10,0.08849557522123894,2.4113315975866136,0.16415210729685598,2376,1
102116,87779,10,0.07352941176470588,2.4229475441910924,0.1716731205024558,4653,1
102116,124297,7,0.07,2.2604439093368907,0.3691638869604971,792,1
102116,9316,15,0.14285714285714285,3.7047606278944714,0.2950127749994692,2079,1
102116,120149,7,0.0472972972972973,1.868746879141622,0.1882332079298712,5544,1
102116,100715,9,0.04205607476635514,2.6921514827622692,0.3699075863459425,12276,1
